Date,User Type,Component,Total
2020-12-30,AS_STUDENT,File,172
2020-12-30,AS_STUDENT,File submissions,62
2020-12-30,AS_STUDENT,Folder,17
2020-12-30,AS_STUDENT,Forum,15
2020-12-30,AS_STUDENT,Group choice,7
2020-12-30,AS_STUDENT,Lesson,51
2020-12-30,AS_STUDENT,Online text submissions,2
2020-12-30,AS_STUDENT,Open Forum,62
2020-12-30,AS_STUDENT,Overview report,6
2020-12-30,AS_STUDENT,Page,88
2020-12-30,AS_STUDENT,Quiz,217
2020-12-30,AS_STUDENT,Safe Exam Browser access rules,8
2020-12-30,AS_STUDENT,Scheduler,3
2020-12-30,AS_STUDENT,Submission comments,1
2020-12-30,AS_STUDENT,System,2502
2020-12-30,AS_STUDENT,URL,212
2020-12-30,AS_STUDENT,User report,52
2020-12-30,AS_STUDENT,Workshop,1
2020-12-30,AS_TEACHERS,Assignment,252
2020-12-30,AS_TEACHERS,Grader report,6
2020-12-30,AS_TEACHERS,Open Forum,6
2020-12-30,AS_TEACHERS,Quiz,176
2020-12-30,AS_TEACHERS,Single view,9
2020-12-30,AS_TEACHERS,System,768
2020-10-19,AS_NON-EDITING-TEACHERS,Assignment,81
2020-10-19,AS_NON-EDITING-TEACHERS,Choice,6
2020-10-19,AS_NON-EDITING-TEACHERS,File,15
2020-10-19,AS_NON-EDITING-TEACHERS,Grader report,1
2020-10-19,AS_NON-EDITING-TEACHERS,Open Forum,162
2020-10-19,AS_NON-EDITING-TEACHERS,Page,13
2020-10-19,AS_NON-EDITING-TEACHERS,Quiz,282
2020-10-19,AS_NON-EDITING-TEACHERS,System,1972
2020-10-19,AS_NON-EDITING-TEACHERS,URL,5
2020-10-19,AS_NON-EDITING-TEACHERS,User report,2
2020-10-19,AS_STUDENT,Assignment,2448
2020-10-19,AS_STUDENT,Book,26
2020-10-19,AS_STUDENT,Choice,19
2020-10-19,AS_STUDENT,External tool,94
2020-10-19,AS_STUDENT,Feedback,1
2020-10-19,AS_STUDENT,File,658
2020-10-19,AS_STUDENT,File submissions,212
2020-10-19,AS_STUDENT,Folder,3
2020-10-19,AS_STUDENT,Forum,30
2020-10-19,AS_STUDENT,Glossary,3
2020-10-19,AS_STUDENT,Grader report,1
2020-10-19,AS_STUDENT,Group choice,17
2020-10-19,AS_STUDENT,Online text submissions,32
2020-10-19,AS_STUDENT,Open Forum,605
2020-10-19,AS_STUDENT,Open Grader,2
2020-10-19,AS_STUDENT,Overview report,8
2020-10-19,AS_STUDENT,Page,228
2020-10-19,AS_STUDENT,Quiz,2984
2020-10-19,AS_STUDENT,Scheduler,16
2020-10-19,AS_STUDENT,Submission comments,3
2020-10-19,AS_STUDENT,System,11069
2020-10-19,AS_STUDENT,URL,668
2020-10-19,AS_STUDENT,User report,123
2020-10-19,AS_STUDENT,User tours,11
2020-10-19,AS_STUDENT,Wiki,69
2020-10-19,AS_STUDENT,Workshop,189
2020-10-19,AS_TEACHERS,Assignment,364
2020-10-19,AS_TEACHERS,Choice,6
2020-10-19,AS_TEACHERS,External tool,2
2020-10-19,AS_TEACHERS,File,3
2020-10-19,AS_TEACHERS,Forum,3
2020-10-19,AS_TEACHERS,Grader report,1
2020-10-19,AS_TEACHERS,Group choice,1
2020-10-19,AS_TEACHERS,Open Forum,202
2020-10-19,AS_TEACHERS,Page,9
2020-10-19,AS_TEACHERS,Quiz,318
2020-10-19,AS_TEACHERS,Scheduler,4
2020-10-19,AS_TEACHERS,System,4329
2020-10-19,AS_TEACHERS,URL,9
2020-10-19,AS_TEACHERS,Workshop,4
2021-01-03,AS_NON-EDITING-TEACHERS,Assignment,18
2021-01-03,AS_NON-EDITING-TEACHERS,File submissions,2
2021-01-03,AS_NON-EDITING-TEACHERS,Grader report,5
2021-01-03,AS_NON-EDITING-TEACHERS,Quiz,3
2021-01-03,AS_NON-EDITING-TEACHERS,System,60
2021-01-03,AS_NON-EDITING-TEACHERS,URL,2
2021-01-03,AS_STUDENT,Assignment,1596
2021-01-03,AS_STUDENT,Book,125
2021-01-03,AS_STUDENT,External tool,2
2021-01-03,AS_STUDENT,File,234
2021-01-03,AS_STUDENT,File submissions,136
2021-01-03,AS_STUDENT,Folder,5
2021-01-03,AS_STUDENT,Forum,35
2021-01-03,AS_STUDENT,Grader report,5
2021-01-03,AS_STUDENT,Group choice,7
2021-01-03,AS_STUDENT,Lesson,144
2021-01-03,AS_STUDENT,Open Forum,93
2021-01-03,AS_STUDENT,Overview report,6
2021-01-03,AS_STUDENT,Page,76
2021-01-03,AS_STUDENT,Quiz,808
2021-01-03,AS_STUDENT,Safe Exam Browser access rules,1
2021-01-03,AS_STUDENT,Scheduler,8
2021-01-03,AS_STUDENT,System,3916
2021-01-03,AS_STUDENT,URL,362
2021-01-03,AS_STUDENT,User report,53
2021-01-03,AS_STUDENT,Workshop,2
2021-01-03,AS_TEACHERS,Assignment,180
2021-01-03,AS_TEACHERS,Grader report,4
2021-01-03,AS_TEACHERS,Logs,1
2021-01-03,AS_TEACHERS,Open Forum,37
2021-01-03,AS_TEACHERS,Page,6
2021-01-03,AS_TEACHERS,Quiz,22
2021-01-03,AS_TEACHERS,Scheduler,35
2021-01-03,AS_TEACHERS,Single view,2
2021-01-03,AS_TEACHERS,System,1352
2021-01-03,AS_TEACHERS,URL,1
2020-09-19,AS_NON-EDITING-TEACHERS,Assignment,53
2020-09-19,AS_NON-EDITING-TEACHERS,File,2
2020-09-19,AS_NON-EDITING-TEACHERS,Open Forum,5
2020-09-19,AS_NON-EDITING-TEACHERS,Page,2
2020-09-19,AS_NON-EDITING-TEACHERS,Quiz,18
2020-09-19,AS_NON-EDITING-TEACHERS,System,623
2020-09-19,AS_NON-EDITING-TEACHERS,URL,6
2020-09-19,AS_STUDENT,Assignment,1641
2020-09-19,AS_STUDENT,Book,24
2020-09-19,AS_STUDENT,External tool,2
2020-09-19,AS_STUDENT,File,299
2020-09-19,AS_STUDENT,File submissions,152
2020-09-19,AS_STUDENT,Folder,13
2020-09-19,AS_STUDENT,Forum,99
2020-09-19,AS_STUDENT,Glossary,1
2020-09-19,AS_STUDENT,Group choice,14
2020-09-19,AS_STUDENT,Online text submissions,12
2020-09-19,AS_STUDENT,Open Forum,863
2020-09-19,AS_STUDENT,Overview report,3
2020-09-19,AS_STUDENT,Page,156
2020-09-19,AS_STUDENT,Questionnaire,14
2020-09-19,AS_STUDENT,Quiz,1224
2020-09-19,AS_STUDENT,Scheduler,3
2020-09-19,AS_STUDENT,Submission comments,1
2020-09-19,AS_STUDENT,System,8606
2020-09-19,AS_STUDENT,URL,641
2020-09-19,AS_STUDENT,User report,28
2020-09-19,AS_STUDENT,User tours,13
2020-09-19,AS_STUDENT,Wiki,11
2020-09-19,AS_STUDENT,Workshop,1
2020-09-19,AS_TEACHERS,Assignment,55
2020-09-19,AS_TEACHERS,Open Forum,5
2020-09-19,AS_TEACHERS,Page,2
2020-09-19,AS_TEACHERS,Quiz,28
2020-09-19,AS_TEACHERS,System,1196
2020-09-19,AS_TEACHERS,URL,18
2020-10-24,AS_NON-EDITING-TEACHERS,Assignment,20
2020-10-24,AS_NON-EDITING-TEACHERS,File,6
2020-10-24,AS_NON-EDITING-TEACHERS,Open Forum,4
2020-10-24,AS_NON-EDITING-TEACHERS,Page,3
2020-10-24,AS_NON-EDITING-TEACHERS,Quiz,24
2020-10-24,AS_NON-EDITING-TEACHERS,Scheduler,3
2020-10-24,AS_NON-EDITING-TEACHERS,System,226
2020-10-24,AS_NON-EDITING-TEACHERS,URL,5
2020-10-24,AS_STUDENT,Assignment,1203
2020-10-24,AS_STUDENT,Book,22
2020-10-24,AS_STUDENT,Choice,3
2020-10-24,AS_STUDENT,External tool,14
2020-10-24,AS_STUDENT,Feedback,1
2020-10-24,AS_STUDENT,File,558
2020-10-24,AS_STUDENT,File submissions,76
2020-10-24,AS_STUDENT,Forum,12
2020-10-24,AS_STUDENT,Glossary,1
2020-10-24,AS_STUDENT,Group choice,7
2020-10-24,AS_STUDENT,Online text submissions,26
2020-10-24,AS_STUDENT,Open Forum,305
2020-10-24,AS_STUDENT,Open Grader,1
2020-10-24,AS_STUDENT,Overview report,8
2020-10-24,AS_STUDENT,Page,178
2020-10-24,AS_STUDENT,Questionnaire,2
2020-10-24,AS_STUDENT,Quiz,4417
2020-10-24,AS_STUDENT,Scheduler,37
2020-10-24,AS_STUDENT,Submission comments,5
2020-10-24,AS_STUDENT,System,7364
2020-10-24,AS_STUDENT,URL,693
2020-10-24,AS_STUDENT,User report,134
2020-10-24,AS_STUDENT,User tours,21
2020-10-24,AS_STUDENT,Workshop,6
2020-10-24,AS_TEACHERS,Assignment,87
2020-10-24,AS_TEACHERS,Grader report,3
2020-10-24,AS_TEACHERS,Open Forum,15
2020-10-24,AS_TEACHERS,Open Grader,3
2020-10-24,AS_TEACHERS,OpenDocument spreadsheet,1
2020-10-24,AS_TEACHERS,Page,8
2020-10-24,AS_TEACHERS,Quiz,36
2020-10-24,AS_TEACHERS,Scheduler,5
2020-10-24,AS_TEACHERS,System,1012
2020-10-24,AS_TEACHERS,URL,9
2020-10-24,AS_TEACHERS,User report,2
2020-12-25,AS_NON-EDITING-TEACHERS,Assignment,34
2020-12-25,AS_NON-EDITING-TEACHERS,Grader report,1
2020-12-25,AS_NON-EDITING-TEACHERS,Submission comments,10
2020-12-25,AS_NON-EDITING-TEACHERS,System,70
2020-12-25,AS_NON-EDITING-TEACHERS,URL,1
2020-12-25,AS_STUDENT,Assignment,414
2020-12-25,AS_STUDENT,File,48
2020-12-25,AS_STUDENT,File submissions,22
2020-12-25,AS_STUDENT,Folder,7
2020-12-25,AS_STUDENT,Forum,4
2020-12-25,AS_STUDENT,Grader report,1
2020-12-25,AS_STUDENT,Group choice,4
2020-12-25,AS_STUDENT,Lesson,13
2020-12-25,AS_STUDENT,Online text submissions,2
2020-12-25,AS_STUDENT,Open Forum,25
2020-12-25,AS_STUDENT,Overview report,3
2020-12-25,AS_STUDENT,Page,7
2020-12-25,AS_STUDENT,Quiz,79
2020-12-25,AS_STUDENT,Submission comments,10
2020-12-25,AS_STUDENT,System,781
2020-12-25,AS_STUDENT,URL,50
2020-12-25,AS_STUDENT,User report,28
2020-12-25,AS_TEACHERS,Assignment,12
2020-12-25,AS_TEACHERS,Quiz,27
2020-12-25,AS_TEACHERS,System,113
2020-09-27,AS_NON-EDITING-TEACHERS,Assignment,196
2020-09-27,AS_NON-EDITING-TEACHERS,File,8
2020-09-27,AS_NON-EDITING-TEACHERS,File submissions,12
2020-09-27,AS_NON-EDITING-TEACHERS,Grader report,1
2020-09-27,AS_NON-EDITING-TEACHERS,Open Forum,4
2020-09-27,AS_NON-EDITING-TEACHERS,Quiz,55
2020-09-27,AS_NON-EDITING-TEACHERS,Scheduler,1
2020-09-27,AS_NON-EDITING-TEACHERS,Submission comments,3
2020-09-27,AS_NON-EDITING-TEACHERS,System,537
2020-09-27,AS_NON-EDITING-TEACHERS,URL,2
2020-09-27,AS_STUDENT,Assignment,1927
2020-09-27,AS_STUDENT,Book,14
2020-09-27,AS_STUDENT,External tool,9
2020-09-27,AS_STUDENT,File,271
2020-09-27,AS_STUDENT,File submissions,200
2020-09-27,AS_STUDENT,Folder,2
2020-09-27,AS_STUDENT,Forum,293
2020-09-27,AS_STUDENT,Glossary,1
2020-09-27,AS_STUDENT,Grader report,1
2020-09-27,AS_STUDENT,Group choice,7
2020-09-27,AS_STUDENT,Online text submissions,36
2020-09-27,AS_STUDENT,Open Forum,770
2020-09-27,AS_STUDENT,Open Grader,2
2020-09-27,AS_STUDENT,Overview report,2
2020-09-27,AS_STUDENT,Page,103
2020-09-27,AS_STUDENT,Quiz,1362
2020-09-27,AS_STUDENT,Scheduler,32
2020-09-27,AS_STUDENT,Submission comments,3
2020-09-27,AS_STUDENT,System,8266
2020-09-27,AS_STUDENT,URL,438
2020-09-27,AS_STUDENT,User report,30
2020-09-27,AS_STUDENT,User tours,15
2020-09-27,AS_STUDENT,Workshop,26
2020-09-27,AS_TEACHERS,Assignment,8
2020-09-27,AS_TEACHERS,External tool,2
2020-09-27,AS_TEACHERS,File,7
2020-09-27,AS_TEACHERS,Grader report,1
2020-09-27,AS_TEACHERS,Lesson,30
2020-09-27,AS_TEACHERS,Logs,7
2020-09-27,AS_TEACHERS,Open Forum,23
2020-09-27,AS_TEACHERS,Page,7
2020-09-27,AS_TEACHERS,Quiz,48
2020-09-27,AS_TEACHERS,Scheduler,8
2020-09-27,AS_TEACHERS,System,2660
2020-09-27,AS_TEACHERS,URL,31
2020-12-31,AS_NON-EDITING-TEACHERS,Assignment,12
2020-12-31,AS_NON-EDITING-TEACHERS,Grader report,1
2020-12-31,AS_NON-EDITING-TEACHERS,System,18
2020-12-31,AS_STUDENT,Assignment,588
2020-12-31,AS_STUDENT,Book,59
2020-12-31,AS_STUDENT,File,71
2020-12-31,AS_STUDENT,File submissions,46
2020-12-31,AS_STUDENT,Folder,11
2020-12-31,AS_STUDENT,Forum,1
2020-12-31,AS_STUDENT,Grader report,1
2020-12-31,AS_STUDENT,Group choice,6
2020-12-31,AS_STUDENT,Lesson,46
2020-12-31,AS_STUDENT,Online text submissions,2
2020-12-31,AS_STUDENT,Open Forum,19
2020-12-31,AS_STUDENT,Overview report,6
2020-12-31,AS_STUDENT,Page,37
2020-12-31,AS_STUDENT,Quiz,93
2020-12-31,AS_STUDENT,Safe Exam Browser access rules,2
2020-12-31,AS_STUDENT,Submission comments,1
2020-12-31,AS_STUDENT,System,1235
2020-12-31,AS_STUDENT,URL,107
2020-12-31,AS_STUDENT,User report,29
2020-12-31,AS_TEACHERS,Logs,7
2020-12-31,AS_TEACHERS,Quiz,79
2020-12-31,AS_TEACHERS,System,141
2020-09-25,AS_NON-EDITING-TEACHERS,Activity report,1
2020-09-25,AS_NON-EDITING-TEACHERS,Assignment,795
2020-09-25,AS_NON-EDITING-TEACHERS,File,15
2020-09-25,AS_NON-EDITING-TEACHERS,File submissions,6
2020-09-25,AS_NON-EDITING-TEACHERS,Forum,13
2020-09-25,AS_NON-EDITING-TEACHERS,Grader report,5
2020-09-25,AS_NON-EDITING-TEACHERS,Open Forum,17
2020-09-25,AS_NON-EDITING-TEACHERS,Page,1
2020-09-25,AS_NON-EDITING-TEACHERS,Quiz,62
2020-09-25,AS_NON-EDITING-TEACHERS,Submission comments,25
2020-09-25,AS_NON-EDITING-TEACHERS,System,1565
2020-09-25,AS_NON-EDITING-TEACHERS,URL,15
2020-09-25,AS_NON-EDITING-TEACHERS,Workshop,1
2020-09-25,AS_STUDENT,Activity report,1
2020-09-25,AS_STUDENT,Assignment,4267
2020-09-25,AS_STUDENT,Book,10
2020-09-25,AS_STUDENT,Chat,2
2020-09-25,AS_STUDENT,External tool,18
2020-09-25,AS_STUDENT,File,525
2020-09-25,AS_STUDENT,File submissions,422
2020-09-25,AS_STUDENT,Folder,10
2020-09-25,AS_STUDENT,Forum,194
2020-09-25,AS_STUDENT,Glossary,2
2020-09-25,AS_STUDENT,Grader report,5
2020-09-25,AS_STUDENT,Group choice,32
2020-09-25,AS_STUDENT,Online text submissions,30
2020-09-25,AS_STUDENT,Open Forum,1149
2020-09-25,AS_STUDENT,Overview report,6
2020-09-25,AS_STUDENT,Page,101
2020-09-25,AS_STUDENT,Questionnaire,7
2020-09-25,AS_STUDENT,Quiz,2323
2020-09-25,AS_STUDENT,Scheduler,38
2020-09-25,AS_STUDENT,Submission comments,34
2020-09-25,AS_STUDENT,System,11902
2020-09-25,AS_STUDENT,URL,781
2020-09-25,AS_STUDENT,User report,50
2020-09-25,AS_STUDENT,User tours,21
2020-09-25,AS_STUDENT,Workshop,55
2020-09-25,AS_TEACHERS,Activity report,1
2020-09-25,AS_TEACHERS,Assignment,244
2020-09-25,AS_TEACHERS,File,14
2020-09-25,AS_TEACHERS,Forum,13
2020-09-25,AS_TEACHERS,Grader report,3
2020-09-25,AS_TEACHERS,Group choice,3
2020-09-25,AS_TEACHERS,Logs,1
2020-09-25,AS_TEACHERS,Open Forum,47
2020-09-25,AS_TEACHERS,Open Grader,3
2020-09-25,AS_TEACHERS,Overview report,1
2020-09-25,AS_TEACHERS,Page,2
2020-09-25,AS_TEACHERS,Quiz,211
2020-09-25,AS_TEACHERS,Scheduler,64
2020-09-25,AS_TEACHERS,Submission comments,3
2020-09-25,AS_TEACHERS,System,4556
2020-09-25,AS_TEACHERS,URL,46
2020-09-25,AS_TEACHERS,User report,1
2020-09-25,AS_TEACHERS,User tours,3
2020-09-09,AS_NON-EDITING-TEACHERS,Assignment,4
2020-09-09,AS_NON-EDITING-TEACHERS,Feedback,1
2020-09-09,AS_NON-EDITING-TEACHERS,File,11
2020-09-09,AS_NON-EDITING-TEACHERS,Forum,8
2020-09-09,AS_NON-EDITING-TEACHERS,Group choice,31
2020-09-09,AS_NON-EDITING-TEACHERS,Open Forum,37
2020-09-09,AS_NON-EDITING-TEACHERS,Page,1
2020-09-09,AS_NON-EDITING-TEACHERS,Questionnaire,29
2020-09-09,AS_NON-EDITING-TEACHERS,Quiz,58
2020-09-09,AS_NON-EDITING-TEACHERS,System,3061
2020-09-09,AS_NON-EDITING-TEACHERS,URL,64
2020-09-09,AS_NON-EDITING-TEACHERS,User report,2
2020-09-09,AS_NON-EDITING-TEACHERS,User tours,8
2020-09-09,AS_NON-EDITING-TEACHERS,Wiki,1
2020-09-09,AS_STUDENT,Assignment,269
2020-09-09,AS_STUDENT,External tool,3
2020-09-09,AS_STUDENT,Feedback,3
2020-09-09,AS_STUDENT,File,992
2020-09-09,AS_STUDENT,File submissions,20
2020-09-09,AS_STUDENT,Folder,40
2020-09-09,AS_STUDENT,Forum,637
2020-09-09,AS_STUDENT,Glossary,2
2020-09-09,AS_STUDENT,Group choice,678
2020-09-09,AS_STUDENT,Online text submissions,12
2020-09-09,AS_STUDENT,Open Forum,2847
2020-09-09,AS_STUDENT,Open Grader,4
2020-09-09,AS_STUDENT,Overview report,109
2020-09-09,AS_STUDENT,Page,121
2020-09-09,AS_STUDENT,Questionnaire,559
2020-09-09,AS_STUDENT,Quiz,477
2020-09-09,AS_STUDENT,Scheduler,19
2020-09-09,AS_STUDENT,Submission comments,3
2020-09-09,AS_STUDENT,System,59779
2020-09-09,AS_STUDENT,URL,894
2020-09-09,AS_STUDENT,User report,583
2020-09-09,AS_STUDENT,User tours,3715
2020-09-09,AS_STUDENT,Wiki,8
2020-09-09,AS_TEACHERS,Assignment,15
2020-09-09,AS_TEACHERS,Custom certificate,7
2020-09-09,AS_TEACHERS,External tool,3
2020-09-09,AS_TEACHERS,Feedback,5
2020-09-09,AS_TEACHERS,File,26
2020-09-09,AS_TEACHERS,Folder,4
2020-09-09,AS_TEACHERS,Forum,41
2020-09-09,AS_TEACHERS,Grader report,9
2020-09-09,AS_TEACHERS,Group choice,5
2020-09-09,AS_TEACHERS,Logs,3
2020-09-09,AS_TEACHERS,Open Forum,98
2020-09-09,AS_TEACHERS,Overview report,3
2020-09-09,AS_TEACHERS,Page,9
2020-09-09,AS_TEACHERS,Questionnaire,103
2020-09-09,AS_TEACHERS,Quiz,1
2020-09-09,AS_TEACHERS,Scheduler,3
2020-09-09,AS_TEACHERS,Single view,2
2020-09-09,AS_TEACHERS,System,14424
2020-09-09,AS_TEACHERS,URL,69
2020-09-09,AS_TEACHERS,User tours,8
2020-09-09,AS_TEACHERS,Wiki,9
2021-01-02,AS_NON-EDITING-TEACHERS,Quiz,52
2021-01-02,AS_NON-EDITING-TEACHERS,System,356
2021-01-02,AS_STUDENT,Assignment,1277
2021-01-02,AS_STUDENT,Book,83
2021-01-02,AS_STUDENT,External tool,3
2021-01-02,AS_STUDENT,File,195
2021-01-02,AS_STUDENT,File submissions,78
2021-01-02,AS_STUDENT,Folder,10
2021-01-02,AS_STUDENT,Forum,65
2021-01-02,AS_STUDENT,Glossary,1
2021-01-02,AS_STUDENT,Group choice,14
2021-01-02,AS_STUDENT,Lesson,151
2021-01-02,AS_STUDENT,Online text submissions,2
2021-01-02,AS_STUDENT,Open Forum,67
2021-01-02,AS_STUDENT,Overview report,7
2021-01-02,AS_STUDENT,Page,76
2021-01-02,AS_STUDENT,Quiz,1036
2021-01-02,AS_STUDENT,Safe Exam Browser access rules,3
2021-01-02,AS_STUDENT,Scheduler,7
2021-01-02,AS_STUDENT,Submission comments,2
2021-01-02,AS_STUDENT,System,3664
2021-01-02,AS_STUDENT,URL,329
2021-01-02,AS_STUDENT,User report,70
2021-01-02,AS_TEACHERS,Assignment,188
2021-01-02,AS_TEACHERS,Grader report,3
2021-01-02,AS_TEACHERS,Open Forum,2
2021-01-02,AS_TEACHERS,Quiz,47
2021-01-02,AS_TEACHERS,Single view,2
2021-01-02,AS_TEACHERS,System,388
2021-01-02,AS_TEACHERS,URL,2
2020-12-19,AS_NON-EDITING-TEACHERS,Assignment,10
2020-12-19,AS_NON-EDITING-TEACHERS,File submissions,2
2020-12-19,AS_NON-EDITING-TEACHERS,Online text submissions,2
2020-12-19,AS_NON-EDITING-TEACHERS,Quiz,1
2020-12-19,AS_NON-EDITING-TEACHERS,System,125
2020-12-19,AS_NON-EDITING-TEACHERS,URL,1
2020-12-19,AS_STUDENT,Assignment,886
2020-12-19,AS_STUDENT,Book,46
2020-12-19,AS_STUDENT,External tool,25
2020-12-19,AS_STUDENT,File,461
2020-12-19,AS_STUDENT,File submissions,84
2020-12-19,AS_STUDENT,Folder,11
2020-12-19,AS_STUDENT,Forum,32
2020-12-19,AS_STUDENT,Group choice,17
2020-12-19,AS_STUDENT,Lesson,866
2020-12-19,AS_STUDENT,Online text submissions,6
2020-12-19,AS_STUDENT,Open Forum,77
2020-12-19,AS_STUDENT,Overview report,2
2020-12-19,AS_STUDENT,Page,134
2020-12-19,AS_STUDENT,Quiz,1339
2020-12-19,AS_STUDENT,Submission comments,1
2020-12-19,AS_STUDENT,System,5310
2020-12-19,AS_STUDENT,URL,425
2020-12-19,AS_STUDENT,User report,44
2020-12-19,AS_STUDENT,User tours,1
2020-12-19,AS_TEACHERS,Assignment,24
2020-12-19,AS_TEACHERS,External tool,1
2020-12-19,AS_TEACHERS,Grader report,2
2020-12-19,AS_TEACHERS,Open Forum,1
2020-12-19,AS_TEACHERS,Quiz,96
2020-12-19,AS_TEACHERS,System,2374
2020-12-19,AS_TEACHERS,URL,13
2020-10-30,AS_NON-EDITING-TEACHERS,Assignment,74
2020-10-30,AS_NON-EDITING-TEACHERS,File,1
2020-10-30,AS_NON-EDITING-TEACHERS,File submissions,4
2020-10-30,AS_NON-EDITING-TEACHERS,Forum,1
2020-10-30,AS_NON-EDITING-TEACHERS,Grader report,7
2020-10-30,AS_NON-EDITING-TEACHERS,Group choice,2
2020-10-30,AS_NON-EDITING-TEACHERS,Open Forum,2
2020-10-30,AS_NON-EDITING-TEACHERS,Page,4
2020-10-30,AS_NON-EDITING-TEACHERS,Quiz,231
2020-10-30,AS_NON-EDITING-TEACHERS,Submission comments,1
2020-10-30,AS_NON-EDITING-TEACHERS,System,1635
2020-10-30,AS_NON-EDITING-TEACHERS,URL,1
2020-10-30,AS_NON-EDITING-TEACHERS,User report,1
2020-10-30,AS_STUDENT,Assignment,2413
2020-10-30,AS_STUDENT,Choice,2
2020-10-30,AS_STUDENT,Feedback,3
2020-10-30,AS_STUDENT,File,708
2020-10-30,AS_STUDENT,File submissions,230
2020-10-30,AS_STUDENT,Folder,12
2020-10-30,AS_STUDENT,Forum,81
2020-10-30,AS_STUDENT,Grader report,1
2020-10-30,AS_STUDENT,Group choice,5
2020-10-30,AS_STUDENT,Online text submissions,50
2020-10-30,AS_STUDENT,Open Forum,400
2020-10-30,AS_STUDENT,Open Grader,3
2020-10-30,AS_STUDENT,Overview report,23
2020-10-30,AS_STUDENT,Page,254
2020-10-30,AS_STUDENT,Questionnaire,161
2020-10-30,AS_STUDENT,Quiz,14867
2020-10-30,AS_STUDENT,Scheduler,19
2020-10-30,AS_STUDENT,Submission comments,8
2020-10-30,AS_STUDENT,System,12842
2020-10-30,AS_STUDENT,URL,892
2020-10-30,AS_STUDENT,User report,253
2020-10-30,AS_STUDENT,User tours,43
2020-10-30,AS_STUDENT,Workshop,22
2020-10-30,AS_TEACHERS,Assignment,253
2020-10-30,AS_TEACHERS,Course participation,3
2020-10-30,AS_TEACHERS,File,1
2020-10-30,AS_TEACHERS,Folder,1
2020-10-30,AS_TEACHERS,Forum,2
2020-10-30,AS_TEACHERS,Grader report,27
2020-10-30,AS_TEACHERS,Group choice,2
2020-10-30,AS_TEACHERS,Open Forum,23
2020-10-30,AS_TEACHERS,OpenDocument spreadsheet,1
2020-10-30,AS_TEACHERS,Overview report,1
2020-10-30,AS_TEACHERS,Page,5
2020-10-30,AS_TEACHERS,Questionnaire,4
2020-10-30,AS_TEACHERS,Quiz,755
2020-10-30,AS_TEACHERS,Single view,13
2020-10-30,AS_TEACHERS,Submission comments,2
2020-10-30,AS_TEACHERS,System,3821
2020-10-30,AS_TEACHERS,URL,4
2020-10-30,AS_TEACHERS,User report,10
2020-10-26,AS_NON-EDITING-TEACHERS,Assignment,376
2020-10-26,AS_NON-EDITING-TEACHERS,Choice,5
2020-10-26,AS_NON-EDITING-TEACHERS,File,10
2020-10-26,AS_NON-EDITING-TEACHERS,Folder,5
2020-10-26,AS_NON-EDITING-TEACHERS,Open Forum,35
2020-10-26,AS_NON-EDITING-TEACHERS,Quiz,99
2020-10-26,AS_NON-EDITING-TEACHERS,Submission comments,31
2020-10-26,AS_NON-EDITING-TEACHERS,System,2105
2020-10-26,AS_NON-EDITING-TEACHERS,URL,4
2020-10-26,AS_STUDENT,Assignment,2431
2020-10-26,AS_STUDENT,Book,11
2020-10-26,AS_STUDENT,Chat,1
2020-10-26,AS_STUDENT,Choice,9
2020-10-26,AS_STUDENT,External tool,9
2020-10-26,AS_STUDENT,Feedback,2
2020-10-26,AS_STUDENT,File,817
2020-10-26,AS_STUDENT,File submissions,140
2020-10-26,AS_STUDENT,Folder,8
2020-10-26,AS_STUDENT,Forum,33
2020-10-26,AS_STUDENT,Group choice,9
2020-10-26,AS_STUDENT,Online text submissions,8
2020-10-26,AS_STUDENT,Open Forum,612
2020-10-26,AS_STUDENT,Overview report,19
2020-10-26,AS_STUDENT,Page,527
2020-10-26,AS_STUDENT,Quiz,6110
2020-10-26,AS_STUDENT,Scheduler,18
2020-10-26,AS_STUDENT,Submission comments,39
2020-10-26,AS_STUDENT,System,13311
2020-10-26,AS_STUDENT,URL,868
2020-10-26,AS_STUDENT,User report,201
2020-10-26,AS_STUDENT,User tours,21
2020-10-26,AS_STUDENT,Workshop,6
2020-10-26,AS_TEACHERS,Assignment,670
2020-10-26,AS_TEACHERS,Choice,5
2020-10-26,AS_TEACHERS,Course participation,11
2020-10-26,AS_TEACHERS,File,4
2020-10-26,AS_TEACHERS,Folder,5
2020-10-26,AS_TEACHERS,Grader report,7
2020-10-26,AS_TEACHERS,Open Forum,73
2020-10-26,AS_TEACHERS,Overview report,1
2020-10-26,AS_TEACHERS,Page,15
2020-10-26,AS_TEACHERS,Questionnaire,31
2020-10-26,AS_TEACHERS,Quiz,483
2020-10-26,AS_TEACHERS,Scheduler,6
2020-10-26,AS_TEACHERS,Single view,4
2020-10-26,AS_TEACHERS,Statistics,1
2020-10-26,AS_TEACHERS,Submission comments,19
2020-10-26,AS_TEACHERS,System,5043
2020-10-26,AS_TEACHERS,URL,12
2020-10-26,AS_TEACHERS,User report,6
2020-10-26,AS_TEACHERS,Workshop,2
2020-12-28,AS_NON-EDITING-TEACHERS,Assignment,47
2020-12-28,AS_NON-EDITING-TEACHERS,File,1
2020-12-28,AS_NON-EDITING-TEACHERS,Grader report,1
2020-12-28,AS_NON-EDITING-TEACHERS,Open Forum,3
